text,label
Another poor effort from the Bangladeshi batsmen,neg
The lack of application has been their undoing all these years and it continues to haunt them,neg
The match was decided after just 10 overs of the chase when Bangladesh were reduced to 19/4,neg
"After electing to bat, the Lankans got off to a poor start as the Pakistani seamers bowled a tight line and didn't give anything away",neg
But the introduction of spinners triggered the collapse and they never came back after they lost wickets at regular intervals,neg
"Only Chandimal played steadily, but got out at a crucial time and the rest of the tail couldn't manage to get going",neg
But the Lankans bounced back to take the wickets of Akmal and Ahmed in successive balls and not even a late order blitz from Afridi could take them to victory,neg
"The spinners were ineffective, but the Pakistani middle order could not score as quickly as they would have liked against them",neg
"Umar Akmal would be heartbroken, as it was an innings of true class and maturity after a tentative start",neg
"Zimbabwe would want to forget this game soon, they were completely outplayed in all departments",neg
But the wicket of Chibhabha in the 14th over sparked the collapse and they ended up losing 4 wickets in 4 balls to hand the Kiwis a comfortable win in the end,neg
The bowlers were a huge let down once more,neg
"The English batsmen were ticking the scoreboard well initially, but once Cook got out, the other batsmen followed him to the hut almost like ducklings follow the mother duck",neg
They lost the last 8 wickets for 63 runs,neg
"For Rahane, this match was a horror and he toiled away to 20 off 37 balls",neg
"Considering that this was his home ground, better things were expected from him",neg
"As mentioned earlier, Finn was the pick of the bowlers, but he had practically no support from the others",neg
"The wicket was tough to bat on, India struggled, kept losing wickets and found themselves in deep trouble",neg
That wasn't good enough as the Indian bowlers didn't pick up wickets when needed,neg
South Africa never looked in the chase right from the start,neg
They lost wickets at regular intervals,neg
"There was not much fight from Australia after the Warner-Hussey partnership, and it was all one way traffic from there",neg
So near yet so far for Zimbabwe,neg
Sibanda gave them a perfect start and put on a good stand with the skipper before throwing it away,neg
Taylor continued in the company of Taibu but lost their way towards the end,neg
Chigumbura and Taylor played some strokes towards the end but none of them managed to take them over the line,neg
Trott set it up with a composed knock and Ireland fought well but did not have enough firepower to cross the line,neg
"The Aussies were under pressure, lost wickets regularly and couldn't capitalize",neg
SL bowling was a bit ragged but they hardly had a chance,neg
"Only Shakib and Rahim offered some resistance with the bat, with rest of the batsmen falling to loose shots",neg
"Darren Bravo looked good but failed to get the big hits going and despite his knock of 41, they needed a run rate of over 14",neg
Three quick wickets in the 16th and 17th over made things worse and the West Indies fell short by 16 runs,neg
India looked good to get over 300 at one point but lost the plot completely soon after,neg
India will be disappointed with their effort today,neg
The dropped catches did not help their cause either,neg
The fact that India did not last the entire fifty overs cost them dearly in the end,neg
"Pietersen and Morgan shone briefly with the bat, but it went downhill afterwards as the later order batsmen failed to come into grips with the bowling",neg
Morgan was the only batsman to go past 50 for England as several batsmen got a start but failed to build on it,neg
It has been a rather one sided affair,neg
Pakistan were let down by their batting and the bowlers hardly had any chance of defending a meagre score,neg
"Bangladesh finally showed some resolve to fight, but that was not good enough to stop a rampaging Australia",neg
"Kayes, Nafees and Mahmudullah all scored individual fifties with Kayes unfortunately falling short of his ton by 7 runs",neg
Australia will be pleased by the performance of their batters though they would be a touch disappointed that they failed to bowl Bangladesh out even once,neg
"Bangladesh will feel satisfied by the batting efforts, coming after a pretty poor World Cup, though their reliable spinners took an absolute hammering at the hands of the Aussie batsmen particularly Watson",neg
"When Davison departed to a poor shot, Canada lost steam",neg
Ray Price continued to wreck the top order and picked up 3/16 in eight overs,neg
The openers got off to a slow start and the pressure mounted,neg
Netherlands capitulated from 81/3 to being 120 all out,neg
Canada have thrown away their best chance to stage an upset win over Pakistanis,neg
"Surkari and Hansra kept Canada in the hunt but once Afridi started sending out darters, they fell like nine pins",neg
This was just not Pakistan's day,neg
None of the Pakistani batsmen managed to negotiate the swing and were sent back cheaply,neg
"Umar Akmal and Razzaq struggled to get going in the middle overs, with both struggling to rotate the strike",neg
"Razzaq and Gul delayed the inevitable with a record ninth wicket stand of 66 for Pakistan in World Cups, but it proved to be a bridge too far and Pakistan lost by 110 runs",neg
It looked initially that the Indians wanted to improve the net run rate and win quickly but soon lost the plot as wickets tumbled in quick succession,neg
Admittedly the Indians were looking for a light game and the batsmen seemed to have little respect for the the Dutch bowlers and paid a heavy price for it as the bowlers stuck to the basics,neg
Zimbabwe collapsed from a position of strength and it was that man yet again who started it all for Sri Lanka,neg
Brendan Taylor was in terrific touch and looked good for more but fell at the wrong time and thereafter it was all Sri Lanka,neg
He could have had a hat-trick too but Mahela could not latch on to a low catch after having taken a blinder off the previous delivery,neg
Zimbabwe will be very disappointed after having had a good start and could have shown some more fight,neg
One struggles to understand what the Canadians were doing out there,neg
"Right from the start, they hardly showed any intent in chasing the target down",neg
Bagai and Hansra stroked gritty fifties but they hardly looked like increasing the scoring rate during their stay in the middle,neg
"However, both were laid low by cramps, with Hansra in particular suffering the most",neg
There were significant delays as the physio attended to them,neg
"The wicket was offering appreciable turn, and the Kiwis, who are not great players of the turning ball, succumbed to the great man Murali",neg
New Zealand will be mighty pleased with their effort but they were unlucky that they came up short,neg
Chamara Silva and Samaraweera struggled to score runs and NZ were slowly but surely applying pressure,neg
"Silva continued his poor run, but Samaraweera and Mathews held their nerve till the end",neg
The last wicket stand of 64 between Ramdin and Narine frustrated India but Ramdin was unlucky to miss out on his century,neg
But they ran like madmen and gifted wickets to Pakistan,neg
Sri Lanka made some contentious decisions like sending in Malinga at 8 which did not work,neg
"Sri Lanka need to think hard, for it was a match which they looked set to win, but lost their way",neg
"Chasing 142, they got off to an explosive start, but lost wickets in a heap, with their batsmen falling to loose shots",neg
"On the other hand, the Sri Lankans will be gutted as another 10-15 runs would have made a huge impact to this match, but they were poor in their batting, which has been a concern for them off late and they finish the tour on a disappointing note",neg
Warner departed for a first ball duck but South Africa will be ruing the dropped chance of Watson by Graeme Smith,neg
"Botha consolidated a bit in the middle, but when he fell, things looked bleak for South Africa",neg
"Their bowlers, especially Samuels, strangulated the Bangladesh batsmen during the middle overs",neg
"Rampaul, well, he has always bowled his heart out but somehow misses the target in the final stages of a match",neg
From 71-0 in the 6th over to 149/9 in 20,neg
He came in at a time when SL were struggling at 123/4,neg
Bangladesh would have entertained hopes of choking Australia after they got to 229 but it was not to be,neg
Sri Lanka appeared to be a little confused as to attack first or preserve wickets and the fall of wickets at regular intervals did not help their cause either,neg
"Sammy started off with Roach and Benn, the pace and spin combination did not allow the batsmen to settle down, they kept losing wickets in quick intervals and after ten Doeschate failed to score, it was a tough ask from the middle and the lower order batsmen",neg
"Cheema got going immediately, but he was cleaned up by Otieno",neg
A slight stutter occurred in the middle when Gunasekera and Surkari departed cheaply,neg
"Off James Ngoche's first ball, he mistimed a shot to mid on and Waters spilled a sitter",neg
Kenya will be very disappointed with their effort,neg
Ireland have faltered after getting a good start,neg
Ed Joyce and Wilson had kept them in the hunt for a long time with well made fifties but West Indies were all over the Irish batsmen once these two fell,neg
India will have no one to blame except themselves,neg
They had the match in the bag but lost their heads in the end overs and that has cost them dearly,neg
"The wickets of Pollard and Sarwan were key, and once they went, it was a touch too much to ask from the West Indian tail",neg
Wickets tumbled at the end as South Africa made a match of it,neg
The Pakistani batting failed to get going,neg
"The balance of the game shifted from one side to the other, at the halfway stage the Indians were sitting comfortably at the top, but sensational batting from Strauss took the game totally away from them",neg
"Wyk and Steyn strung together a gritty 33 run stand, but Bresnan sent Wyk back and it looked like the game would go down the wire",neg
"Bangladesh lost their way for a while, with Tamim, Siddique and Roqibul falling in quick succession",neg
"Just when the English shoulders dropped, Bangladesh gifted them a wicket - the wicket of the well set Kayes to a needless run out",neg
"Sensing a defeat looming large, a major part of the crowd started to leave",neg
Pressure shifted to England once again and they had no answers,neg
Their players were spirited right until the last runs were scored and showed a very good attitude on the field,neu
They were not intimidated by some of the big names in the Pakistan side and walk off with heads held high.,neu
Easy chase in the end for New Zealand,neu
"He got some useful support from Nicol, Brendon and Williamson on the way",neu
They will look to do better in the 2nd match at Hamilton.,neu
A couple of partnerships was all it needed for South Africa to chase this target and they got exactly that,neu
One has to say that the better team won today,neu
South Africa have been better in all disciplines in this series and they have shown it today,neu
Nothing went right for the Kiwis today at Auckland,neu
Another comprehensive win for Ireland,neu
Kenya were outclassed in all the departments today and they will be looking to put up a much improved performance in the next match tomorrow.,neu
Easy win for Ireland in the end and they take an unassailable 2-0 lead in this 3-match series,neu
On the other hand Kenyans are still searching for their first win.,neu
Ireland complete a whitewash and rout Kenya 3-0 in this 3-match T20I series,neu
"Defending a low total, they struck at regular intervals to put pressure on Kenya",neu
Once again Dockrell was the pick of the bowlers,neu
"Overall, Ireland will be satisfied by their performance in this tour.",neu
A real rollercoaster of a ride,neu
Pakistan have outclassed their opponents today,neu
Mahela who has impressed as a captain so far looked absolutely clueless today,neu
Sri Lanka have had a dismal Asia Cup so far and now they are more or less out of the tournament,neu
Tamim gave them the perfect start and was well supported by Jahurul,neu
The win also makes it Ireland's 7th win in a row,neu
Paul Stirling and Porterfield made light work of the chase after their bowlers' good work,neu
Hugs and fist pumps all around from the Afghanistan team,neu
This was a thorough team effort,neu
"Stirling was very impressive, but it must be said that Namibia's bowling was pedestrian",neu
A comprehensive win for the Aussies in the end,neu
"Chasing 205 was bit tricky on this slow and low pitch, But the Australian bowlers bowled a tight line and made life tougher for WI",neu
This is West Indies' first win against Australia since the champions trophy game in India in 2006,neu
A moment to remember indeed,neu
It has been an absolute team effort,neu
So Australia have finally shown some dominance on this tour,neu
"They were a bit too loose in the ODI series, but thanks to Watson and Hussey, their batting has come into their own",neu
Overall a bullying win for Australia,neu
"In the end, the West Indies held their nerve as they clinched the match by 14 runs to level the series 1-1",neu
"They haven't had much luck with the Duckworth and Lewis in the past, but today it went their way.",neu
A clinical performance from England today has helped them rout WI by a comfortable margin,neu
England go one up in this 3-match series.,neu
"They ran hard, converted singles into doubles and kept finding the boundary regularly",neu
Some credit obviously has to be given to Sri Lanka for their bowling and sharpness in the field.,neu
The first leg of the tour ends at 1-1,neu
Some positives for both teams though the batting will be a cause of concern for either team's management,neu
"With this win, Pakistan have now won 9 of their past 11 ODIs against Sri Lanka",neu
"Pakistan, for the second time in the series, were coasting along in the middle overs",neu
"Like in the 2nd ODI, it was the skipper Misbah and Azhar Ali who were anchoring the chase",neu
Misbah lost the plot before the toss only when he left out Ajmal and got in Sami in his place,neu
This pitch was conducive for spin bowling and they were one spinner short,neu
Sami's figures are the most expensive by a Pakistani in Sri Lanka.,neu
He cleverly mixed his pace and the South African batsmen found the going tough,neu
Cremer then flummoxed the Proteas with his leg breaks and googly,neu
"Taylor led the way with a captain's knock, he was all class today, wonder why he is never considered for a contract in any T20 franchises across the world? That is for later though, Masakadza was scratchy but did well to stay and aid his skipper",neu
Good practise ahead of the T20 WC for them,neu
One hopes that the rain stays away and that we can get some cricket,neu
"They lost both set batsmen quickly and only Clarke showed some character in the middle, with the other batsmen failing to make any valuable contribution",neu
Yet another convincing victory for the hosts,neu
210 was always going to be a difficult target on a pitch that got slower,neu
This has been a comprehensive win for them,neu
"Badree, Samuels and Bravo did their bit too",neu
It has been an efficient performance from the West Indies,neu
"After setting a huge total, the pressure was always on the Kiwis",neu
"New Zealand always needed someone to play right through the match and strike at a good rate, however, they were always left wanting",neu
West Indies now enjoy a 2-0 lead in this five match series.,neu
Not a lot of people would have placed their money on a 88 run victory for New Zealand at the start of the game,neu
Tino Best and Sunil Narine were the absolute stars in the bowling line-up,neu
Wild celebrations in the Windies camp and they thoroughly deserve it,neu
"On the other hand, Kiwis have a lot of thinking to do as they were hampered by the injuries and their in-experienced middle order was exposed against a strong WI attack",neu
"That ends this tie, and Scotland were the better side in all departments",neu
The Scots had to chase a low total and they decided to play aggressively in order to do so,neu
"After putting on a small total on board, the Scots needed to do bowl really well to win the game",neu
"The star of today's game was Kevin O'Brien, who had earlier chipped in with a wonderful cameo of 32 to accelerate the run-rate",neu
Netherlands should have won it easily after being well set at one stage,neu
They played a little slowly as the innings neared its death,neu
It was down to 13 runs required off the last over,neu
Mashrafe was the man,neu
England have sealed a much-needed win,neu
"Despite some good bowling from Peterson and Parnell, the target of 212 was never going to be daunting.",neu
"South Africa were always playing the second fiddle after losing the toss, they pottered around to 220",neu
Kallis and Duminy played very well while the England bowlers struggled,neu
Chasing on this pitch under the lights was always going to be difficult,neu
The three match series is drawn 1-1 after the second match was washed out due to rain,neu
Malinga got some batting practice towards the end,neu
That seals India's 400th ODI victory and it gives them an unassailable 3-1 series lead,neu
Eventually India cruised through to 6 wicket victory.,neu
Haq and Davey picked up three wickets and none of the Bangladesh batsmen got going,neu
"This is a deserved victory for Scotland and for Bangladesh, they have come crashing down to earth with a bang after clean-sweeping Ireland.",neu
Bangladesh will feel that they have finally redeemed themselves,neu
They were always on top of their opponents in the chase,neu
"At the end of the day, there was a clear difference in the quality of the two sides and that resulted in Bangladesh running away with the game.",neu
Netherlands level the series 1-1,neu
Bangladesh will look back at their batting collapse,neu
22 at less than run a ball has cost India but enough credit should be given to the Kiwi bowlers,neu
The cutters worked very well as the ball got older and the big hits just failed to come off,neu
The win coming from behind will be a huge boost for the tourists,neu
They clinch the series too with that.,neu
Professional performance from Australia,neu
The reply from AFG was entertaining,neu
"Oh boy, Australia had to fight every inch of their way to get to this target",neu
"Saeed Ajmal, in particular, confounded the Australians with his doosra",neu
"They were lucky to lose the toss, their spinners enjoyed bowling on a slow and low track",neu
"Chasing 249, Hafeez and Jamshed got them off to a breezy start",neu
Good chase from Australia,neu
Australia didn't even compete,neu
The lesser said about Australia the better,neu
This is probably where experience counts,neu
Gul bowled a fantastic over while Cummins showed his inexperience and sprayed it all over the place,neu
"Though the scorecard for the series will say 2-1, this win is likely to keep them in really high spirits",neu
"In one word, Australia's performance today can be termed as 'Dominating'.",neu
This match will be remembered for the performance of both Ajantha and Jeevan Mendis,neu
The scorecard says won by 23 runs but there were a few nervous moments for India,neu
The catching was the difference in the end,neu
"Afghanistan dropped 4 catches, while India took everything that came their way",neu
This is also the second instance where a team has won by 10 wickets in all editions of this tournament.,neu
Bangladesh have now lost nine consecutive T20Is in all editions of this tournament,neu
South Africa have a lot of soul-searching to do,neu
Saeed Ajmal was the exception,neu
Pakistan will take a lot of confidence from this hard fought win.,neu
Eoin Morgan will be a disappointed man,neu
The Pakistani camp is absolutely thrilled to bits,neu
 Undoubtedly the star of the game was Luke Wright,neu
"None of the NZ bowlers did anything extraordinary, though their fielding was outstanding.",neu
It was the Shane Watson show once again today,neu
South Africa have much to think,neu
"Their ground fielding has been excellent in parts, but their catching has been awful",neu
They still have an outside chance to make the semis,neu
For that they will want India to win against Pakistan.,neu
The Pakistani spinners proved to be a handful on this pitch,neu
Raza Hasan and Saeed Ajmal were too good for the Australian top order,neu
It will be Sri Lanka versus West Indies on 7th.,neu
They would have backed themselves to put up a fight with that total,neu
The dew played a factor too but NZ were in the game until it went into the last 10 overs,neu
Nothing much to say about the West Indies,neu
A chase anchored by Marlon Samuels,neu
He was well supported by Kieron Powell as the visitors cruised along,neu
The series now stands at 2-1 in favour of the hosts with two still to play.,neu
They have blown away a 2-0 lead and will now head to tommorrow's final match with all to play for,neu
Sammy was the star of the show today,neu
Bangladesh should not be satisfied with this performance,neu
"When you lose just 1 wicket, you should expect to score more than just 179 on a flat track",neu
"For West Indies, it was Gayle's off spin which made the difference",neu
On a batting paradise a score well in excess of 180 runs was required,neu
"In retrospect, England will feel that they were about 20 runs short and bowled one wide too many.",neu
England have squared the series 1-1,neu
"Apart from that, there was nothing much to separate between the teams",neu
Kevin Pietersen was the only batsman who looked in any sort of comfort but after his dismissal the Indian spinners got stuck in and never let the pressure off.,neu
Rohit Sharma surprised one and all by responding to his skipper's call,neu
"England will rue the missed chance when Raina was caught at slip, but Finn had knocked off the bails and it was called a dead ball",neu
Raina was on 42 then and it could have been the turning point,neu
But Dernbach and Bresnan could do little,neu
India fought hard with the ball,neu
Australia go to Adelaide with a 1-0 lead.,neu
Bailey and Marsh got a few boundaries and took Australia to the last over,neu
"Almost a one man show, that",neu
New Zealand's innings was all about Guptill,neu
What a chase this has been,neu
Dhoni did it with the lower order when they batted,neu
Bhuvaneshwar Kumar led the way with the ball,neu
168 wasn't a great score on this track but the fielders made it look like a score close to 200,neu
The Man of the Match award went to Pujara but a lot of credit should go to Ojha as well,neu
India's pacers outshone their England counterparts as well,neu
Spare a thought for Cook as well,neu
Mahela will look back at his decision to bowl first too,neu
AB de Villers unfurled his Vil-Scoop and looked set to take the game away from Pakistan,neu
Umar Gul came into the attack and he changed the complexion of the game,neu
"The match was set up by the bowlers though, and Pakistan will travel to the Wanderers on an even kneel",neu
The Durban jinx continues for the hosts,neu
"For Australia, it was Faulkner who was the pick of the bowlers",neu
"Well with a mammoth score of over 200, the scoreboard pressure will always be telling on the side that is chasing",neu
"Chasing a below par total of 212, they got off to a cautious start, but lost Sarwan early",neu
So Sri Lanka hold onto their No.1 ranking in T20Is for this year,neu
Spinners did the job for the visitors to reduce Zimbabwe to 9 wickets,neu
Kudos to West Indies,neu
"Later, thanks to Charles, their innings went through smoothly before a few brain fades made the match interesting",neu
India will not exactly be displeased with this act,neu
"However, with their departures, West Indies fell behind but they ensured Sri Lanka did not concede the bonus point",neu
So West Indies have managed to square the series here with 3 games to go,neu
This looks like a bat first pitch,neu
It had everything in it,neu
West Indies would have backed themselves to chase down 230 on a decent batting strip,neu
It was down to 15 runs needed off the last over,neu
Pakistan needed 121 in 14 overs,neu
"With 8 wickets in hand, one would back the batting side",neu
Hafeez and Misbah scored fifties to keep the run rate in check,neu
"Thisara had other ideas as he smashed 35 runs from one Peterson over, but the visitors held their nerve to close out the game.",neu
Zimbabwe were then just trying to play out the 50 overs,neu
They managed to do that,neu
The result was never in doubt once they bowled Zimbabwe out for 144,neu
Taylor was dismissed by Ajmal and Waller was castled by Junaid,neu
Mitch Johnson was at his best today and consistently bowled at over 93 MPH to trouble the English batsmen,neu
The stage was set for Virat Kohli,neu
The match was poised evenly when the rain Gods interrupted,neu
The arrival of ABD saw South Africa shift gears,neu
They huffed and puffed before getting through,neu
The last sentence sums up the night India just had,neu
All South African seamers were amongst the wickets and India have to sort the short ball issue pretty soon as they were bounced out consistently,neu
It was just a matter of time till the end was near,neu
"Gul took 3 wickets, Hafeez capped a fine day with two while there were 2 each for Ajmal and Junaid",neu
"Once again they lost Sharjeel early, but it was Hafeez all the way like it has been in this series so far",neu
"Mathews struggled to get the ball of the square, but it was the Chandimal and Mendis partnership of 40 runs that saw them through",neu
"At 120/5, Australia were down and out and hopes of England's first win on the tour were very high",neu
Glenn Maxwell and Brad Haddin batted sensibly to add 80 runs for the 6th wicket after Shaun Marsh's fine fifty,neu
Faulkner was very calm at the start,neu
Stokes offered some very generous length balls to help Faulkner muscle them,neu
"130 was never going to be enough on this wicket, especially against this Australian side",neu
A very disciplined effort from Australia meant that the batsmen had to work really hard for their runs,neu
They rotated the strike and concentrated on not giving their wickets away to the spin duo,neu
Bangladesh were in the game until the last delivery,neu
Ajmal was as-usual wily with his variations and none of the Afghan batsmen could read the doosra,neu
"Facing a Himalayan task, Pakistan needed a sturdy start",neu
"They never looked like losing this game, at least until the final few overs",neu
The main concern was the way they handled the spinners,neu
Never quite sure who's going to win the match until the final ball,neu
"The target was hardly challenging, especially with the dew around",neu
"Munir Dar though had different ideas, he kept the score-board ticking with cheeky ones, twos and the occassional boundaries",neu
Maxwell and Finch seemed to be playing on a different pitch as they carved the bowling to all parts of the ground,neu
Maxwell in particular seemed to be in a hurry as he got his fifty off just 18 balls,neu
Dhoni promoted himself up the order and spent some time out in the middle,neu
The UAE innings was based on two partnerships,neu
First between Amjad and Faris who added 70 runs for the opening wicket and then between Amjad and Khurram who stitched a 86-run stand for the fourth wicket,neu
"Though the rain made the run chase interesting for a while, India won the game easily in the end",neu
"There was a long rain break and once play resumed, Bangladesh's spinners got some purchase and troubled the Indian batsmen for a short while",neu
What a thriller! We did not know the winner until the last ball of the game,neu
The game swung like a pendulum,neu
"However, the Sri Lankan spinners rallied to snatch the initiative from the visitors",neu
"Zimbabwe had no chance in chasing the target down, but barring Hamiltom Masakadza (70), none of the other batsmen showed any aptitude",neu
Zimbabwe put Australia under pressure right from the word go,neu
Spin was introduced as early as the second over and the Australian batsmen were never comfortable at the crease,neu
Three wickets for JP Duminy and the rest of the bowlers chipped in with their bit as well,neu
South Africa will now face Australia in the much anticipated final on Saturday.,neu
"Raza Hasan was the pick of the bowlers, picking up 2 wickets in his 4-over spell, while skipper Afridi too got himself into the wickets column",neu
"When West Indies were reduced to 121/5, it looked like India were quickly going to wrap things up, but Samuels and Russell hit some lusty blows to keep the game wide open",neu
"The series is now 1-1, with three games to go",neu
It's 3-2 currently in the series with two matches to go,neu
"Chasing 232, the intent was pretty clear from Smith and Gayle",neu
"Binny finished with three wickets, while Mohit Sharma bagged two",neu
"However, Graeme Cremer gave decent support to Williams, who was fighting hard",neu
"Mitchell McClenaghan was the pick of the bowlers with three wickets, while Ish Sodhi bagged two.",neu
"If George Worker essayed an enterprising knock, then the bowlers picked up wickets at regular intervals to restrict the hosts to a meagre total",neu
"James Neesham, Ish Sodhi and Nathan McCullum were also among the wickets",neu
Only Craig Ervine played a handy knock,neu
Luke Ronchi and Colin Munro notched up quick-fire cameos in the end overs.,neu
"Doug Bracewell, Mitchell McClenaghan, Adam Milne and George Worker picked up a wicket apiece, but they needed more from their bowlers.",neu
The players shake hands with each other and the Australian players are all smiles as they walk back,neu
"There were a few rain breaks and it looked as if it was going to favour the team batting second, but Australia captured key moments to seal the contest",neu
"Nathan Coulter-Nile finished with three wickets, while Mitchell Starc and Pat Cummins bagged two apiece.",neu
Imad Wasim starred for the visitors by picking up four wickets in his quota of four overs,neu
"On a track, where it was stopping on the batsmen, Zimbabwe struggled to counter the unremitting control of Imad",neu
Hamilton Masakadza showed self-belief at top of the order,neu
"Once again, Pakistan's bowling turned out to the difference between the two teams",neu
"However, de Villiers was growing strong at one end and at one stage it appeared as if he would single-handedly take the Proteas home",neu
"Bhuvi bagged three wickets, while Harbhajan picked up two",neu
"Mohit, Axar and Mishra bagged a wicket each.",neu
Morgan soon followed Hales as he missed a straighter one from Malik,neu
Sunil Narine though came on and knocked over the latter first ball with a seam-up ball that swung back in and totally deceived the batsman,neu
"By the time he got out, Sri Lanka were well ahead and Dinesh Chandimal and Thirmanne completed the formalities",neu
Cameo from Williams in the middle kept the scoreboard moving,neu
Amir Hamza was the pick of the bowlers as he ended with figures of 3 for 47,neu
Another 15-20 runs would have made the match more interesting.,neu
Both fell but the task had been completed by then,neu
Nicholls helped himself to useful runs as the hosts' chased down the target - with 174 balls to spare.,neu
"Dilshan was happy to play second fiddle, but took over after his partner fell",neu
"With this win, Zimbabwe now trail the series 1-2",neu
"In the end, Zimbabwe's total proved to be too much for Afghanistan.",neu
They were helped along by some ordinary bowling by Ashwin,neu
"Bumrah came in and provided the visitors with some relief, Warner fell for 17",neu
New Zealand go 1-0 up in the 3-match series,neu
New Zealand take the 3-match series 2-0,neu
291 wasn't going to be an easy chase,neu
An easy win for Mortaza's men in the end,neu
"The umpires had a chat about the rain, as it got heavier they have called for the covers",neu
But spare a thought for Sri Lanka,neu
Sri Lanka will be very confident going into the next game and Canada have not displayed any reason for the ICC to change their stance on minnows in the next WC,neu
It has been a great pity for the fans who were expecting a cracker of a match,neu
Both teams will share points,neu
South Africa will reflect upon the chances that they failed to convert,neu
They will want to finish the home summer on a high and the Highvelds await another cracker of a contest between these two teams on Sunday,neu
Dilshan and Sangakkara share a warm hug,neu
This win must boost the morale of the Lankans as well as that of the underfire Dilshan and Geoff Marsh,neu
They have had a torrid time in the ODIs and have a win to show for their efforts,neu
Bangladesh just cannot defeat Pakistan,neu
It seemed that Bangladesh would coast along to the target,neu
"The former played out too many dot balls and the pressure, eventually got to the Bangladesh batsman",neu
"For the West Indies, Rampaul and Samuels bowled their hearts out picking up 2 wickets in the process",neu
"A target of 221 could have been a tricky one, given the nagging length that the Bangladeshi spinners bowl",neu
"Once they bowlers started wearing out, they jumped on the accelerator",neu
Hyatt got out for a well made 39,neu
"The man to replace him, Samuels just gave an example of his hunger for runs",neu
He negotiated the good deliveries and mauled the bad ones,neu
Bangladesh could not have timed this better,neu
It has started to drizzle in Chittagong and they will be relieved,neu
"On a sluggish Chittagong track, Bangladesh have huffed and puffed their way to the target",neu
Stay tuned for the presentation,neu
A thumping victory for Swann in his first match as captain,neu
Sammy will have to motivate his boys to come out of this defeat quickly,neu
"Bopara, the Man of the Match, showed that he could be very useful with the ball in helpful conditions",neu
The dew played a factor too with the WI spinners struggling to grip the ball in the latter part of the game,neu
Never has the difference in fielding quality been more apparent,neu
Zimbabwe were all over the field and dropped quite a few catches,neu
"Pakistan, on the other hand, caught everything that came their way and managed to convert a couple of half-chances too",neu
"The bowlers set the match up beautifully yet again with Bollinger leading the way, the batsmen did not need to do anything fancy, Watson was a bit cautious for his 43",neu
The Lankan strategy of piling up spinners is not working at the moment,neu
Malinga provided the early wicket when he got rid of the danger man Watson,neu
SL have made it 2-1 now and showed that they were not going to be rolled over,neu
Clarke was there till the end to take Australia home,neu
Zimbabwe have cantered home by seven wickets here,neu
Shafiul and Rubel maintained the pressure at the start when they snapped Taylor cheaply,neu
"However, Sibanda and Masakadza steadied the ship before Masakadza departed",neu
Badri and Yusuf looked out of place and their places will come under scrutiny after their failures,neu
The West Indies didn't do anything spectacular and just did the basics right,neu
Any victory should please the fan of the home side for it has been a rare sight seeing their side win these days,neu
The Windies would need to pull up their socks ahead of the next match on Monday,neu
India will be looking to take this momentum into their next game while Bangladesh will have to pull up their socks very soon to bring some cheer to their passionate fans,neu
Johnson picked up a few quick wickets and from then on it was always going to be an uphill task and it proved to be in the end,neu
It's been a comprehensive win to say the least,neu
Both were in an aggressive mood looking to make the most of any small discretions in line and length by the bowlers,neu
NZ bowlers were defending a very modest total and it was vital that they maintained pressure by taking early wickets,neu
"Kenya will have a lot to think about in the upcoming games, while Sri Lanka have given their fans a lot to cheer about after the disappointing loss to Pakistan",neu
Comprehensive is the only word that comes to mind when one describes NZ's batting performance,neu
Collins Obuya will probably look back at this innings quite fondly despite missing the ton and the Kenyans do have some positives to take out from this game,neu
Shambolic is what one can describe Bangladesh's exit from the 2011 World Cup,neu
One struggled to figure out the mindset of the Bangladeshi batsmen when they walked out to bat,neu
A strange little match which never rose above the levels of mediocrity finally ends,neu
"Sri Lanka huffed and puffed their way to 236, not showing any intent even during the slog overs",neu
The visitors have all the work to do ahead of the next 3 matches with the hosts sitting pretty at 2-0,neu
"The bowlers did well to make a match in the end, but you cannot expect them to win matches from near impossible situations",neu
It was the Malinga and Perera show,neu
124 was never going to be a problem for New Zealand,neu
Certainly not with an opener named Brendon McCullum,neu
Brendan Taylor must be wondering what more he should do to inspire his men,neu
This might be the headline in most of the news forums tomorrow morning,neu
It was not that stiff a target for an Indian batting lineup brought up on such tracks,neu
"They picked the singles and doubles regularly and once the target looked to be in reach, launched an attack which stunned the Englishmen",neu
Warner departed for a first ball duck but South Africa will be ruing the dropped chance of Watson by Graeme Smith,neu
"Great team effort in the end, hand shakes all around as the Sri Lankans make their way out",neu
England can do no wrong here,neu
"After a short rain delay, the target was reduced to 218 in 43 overs",neu
Stokes and Bopara played steadily,neu
Rain meant India were set a revised target of 183 and they seemed to be in a hurry after the resumption,neu
WI were clinical in the chase,neu
Sangakkara fought hard for his 75 as SL managed to post 174,neu
The best partnership of the innings was 40 between Zuiderent and Barresi,neu
"However, the South African spinners led by Tahir and Peterson ran through the lower middle order",neu
India have made heavy weather of a low target and it was left to their last two specialist batsmen to get them home,neu
This match will once again throw up the debate about the role of the associate members in the World Cup,neu
"From the Ireland fairy-tale against England to the Canadian Yawn against New Zealand, the associate members have had extreme results",neu
"The Dutch, however, got their own back, when they made Bangladesh work hard for the last 10 runs",neu
Parnell and Theron have put on a partnership of 64 runs in 27 deliveries,neu
It was just one of those days for White and his boys,neu
