text,score,T20_type,team,label
"Plenty of smiles in the Sri Lankan camp as they walk off the field. What a tour it has been for them since losing the first couple of games in the triangular ODI tournament. They bounced back to win that trophy, then won the Test series, and have now swept the T20I series too. An abject batting performance from Bangladesh today, as they got off to a dismal start and were never in the hunt in the chase of 211. The hosts weren't able to defend 193 the other day. They decided to bat second today, but it only proved counter-productive as Sri Lanka racked up the runs with Kusal Mendis opening the floodgates at the top. With the comfort of a huge target, the Lankan bowlers didn't face much of a challenge as Bangladesh were quite happy to capitulate.",Sri Lanka won by 75 runs, T20,Bangladesh vs Sri Lanka,3
"Phewf! That was quick. Let's be honest here: New Zealand didn't have the runs; they pretty much lost it inside the first half of the first innings, (lost their top four inside 8 overs) and never found the road to recovery. de Grandhomme's 24-ball 38 only helped in coruscating a sorry scoreboard, and Australia with two of their best T20 batsmen - Lynn and Maxwell - made the chase look like a cheesecake.",Australia won by 7 wkts (DLS method-Match reduced to 15 ovs due to rain target 95), T20,Australia vs New Zealand,2
"The crowd are going ballistic here at the Bellerive Oval. Six, ton and a win to wrap up the match. Maxwell, the hero! He came to bat in when Willey removed Warner and Lynn in the very first over of the chase. The Victorian all-rounder along with D'Arcy Short, not only steadied the ship, but also kept the asking rate under check with a 70+ partnership for the third wicket. Maxwell lost three partners, but he had a calm head over his shoulders. He put a price on his wicket and ensured that he took the team over the finishing line. A superb all-round performance from the hosts. Earlier in the evening, their bowlers did a fantastic job to restrict the England score to 155, from 96/3 in the tenth over.",Australia won by 5 wkts, T20,Australia vs England,4
"A magnificent performance from the home team. Chasing a par-score, Australia lost their skipper Warner in the very first over. But, that didn't stop Lynn from going after the bowlers. He came out all guns blazing and his quickfire 31 off 19 brought the asking rate down to 6. After his dismissal, D'Arcy Short was joined by the in-form Maxwell and together they just took the game away from the Englishmen. They took special liking to the spinners, scoring 39 off two overs and the game was dusted there. Finch, with his lusty blows, ensured an early finish. A thumping win with 33 balls to spare.",Australia won by 7 wkts, T20,Australia vs England,3
"Three losses in three matches for England in this tri-series. Chasing a stiff target, England lost Jason Roy early in the innings. However, Alex Hales took the attack to the England bowlers and was involved in a fifty partnership with Malan. The former was scalped by the impressive leggie - Ish Sodhi - and England lost their momentum there. Dawid Malan kept losing partners, but that hamper him as he went onto post yet another fifty - his third in as many T20Is. Just when he and Willey were threatening to take the game deep, Santner cut the partnership. Trent Boult executed the yorkers with impeccable accuracy to wrap up the match.",New Zealand won by 12 runs, T20,New Zealand vs England,4
"What a win for the Aussies! England must be thrilled with this result. This is the highest total to be chased down in T20Is. Chasing a huge score, Warner and D'Arcy Short came out all guns blazing and got Australia off to a flying start. Both the left-handed batsmen scored their respective fifties and raced to 114 in eight overs. Ish Sodhi removed the Australian captain and bowled a decent spell (4-0-35-1), but the runs kept leaking at the other end. Wheeler was taken to the cleaners and the nightmare came to a premature end as he was taken off the attack for bowling two above-waist no-balls. Finch performed the final rites by scoring 36 off just 14 balls.",Australia won by 5 wkts, T20,New Zealand vs Australia,3
"A pot-boiler of a game. The stakes were high and both teams take something out of it. NZ indeed take the larger chunk as they are through to the finale. But England with their death bowling showed it is not all about their batting line up that should be making headlines. The Kiwis started off on a usual note with Munro smashing a fifty off only 18 balls, third time he has done it in his international career in 18 balls or lesser. That meant NZ always looked like qualifying and that was further bolstered with Guptill's fifty. But some amazing yorkers towards the end from Jordan and Curran ensured England pipped New Zealand to the post for a consolation win.",England won by 2 runs, T20,New Zealand vs England,5
"Starting at No.7, Australia are now the second-ranked T20I team in the world, and by just decimal points behind Pakistan, having won their sixth game on the trot to equal their longest winning streak in Twenty20 Internationals. The win was set up by the bowlers, who saw through all the talks of bats and sixes and high scores to unmask the real Eden Park pitch, which was responsive to change of pace tonight. Agar starred with his three wickets, building well on Stanlake and Richardson's efforts to send back Guptill and Munro inside a fiery powerplay. And then Short took off until rain put the brakes on, twice. But it can only do so much.",Australia won by 19 runs (DLS method due to rain),T20,New Zealand vs Australia,2
"Convincing from Afghanistan, despite the fact that they've lost five wickets in a small chase. It was all set up by the bowlers in the first innings, who dragged Zimbabwe from scoring 50 inside 5 overs to just 120/9 in 20 overs. Slower balls from pacers did the trick and then Rashid Khan picked three on a sluggish pitch. Shahzad scored a quickfire 20 on his return from the one-year doping ban and despite wickets falling regularly, Nabi's 27-ball 40 made short work of the chase.",Afghanistan won by 5 wkts, T20 ,Afghanistan vs Zimbabwe,2
"A superb performance from Afghanistan. The batsmen posted a par-score of 158 and that was enough for their spinners. Masakadza did hit a couple of boundaries, but couldn't convert it into something substantial. At the halfway stage, the Zimbabweans were 62/3. That's when Ryan Burl and Raza joined hands. They were involved in a fifty partnership, but Stanikzai had Rashid Khan's overs up his sleeves and the leg-spinner didn't disappoint the captain. Bowling four overs on the trot from the 13th over, the 19-year-old was at his economical best. He picked the wickets of Raza and Burl to finish with figures of 4-0-23-2.",Afghanistan won by 17 runs, T20,Afghanistan vs Zimbabwe,3
"Zimbabwe have been annihilated here at Sharjah. Enough damage was done in the first half of the innings where Afghanistan scored a massive 333 on the back of Rahmat Shah's century. The Zimbabwe openers were involved in a 50-run stand, but Mire's dismissal opened the floodgates. The Afghan spinners once again came to the party. Even before Rashid Khan was introduced the African side had lost four wickets. The 19-year-old leg-spinner picked three wickets in three overs to derail Zimbabwe's chase completely. He wrapped up the match by removing Vitori.",Afghanistan won by 154 runs, ODI,Afghanistan vs Zimbabwe,3
"Deja vu game, just that the teams exchanged roles. Zimbabwe posted the same score Afghanistan did in the first ODI, 333, and then the opponents folded for the exact same score, 179. Another coincidence is the 47th over in the first innings of both matches, both of which had 3 no balls apiece. Spooky?? Anyways, back to this one, Afghanistan never really turned up. Their bowlers were smashed around by Taylor and Raza earlier in the evening and then the batsmen just capitulated. Could have been embarrassing if not for the thrilling last-wicket stand between Dawlat and Mujeeb. Clinical stuff from Zimbabwe and the series is squared now.",Zimbabwe won by 154 runs, ODI,Afghanistan vs Zimbabwe,3
"Crushing win for Afghanistan, set up by their star spinner Rashid Khan, who derailed Zimbabwe with a five-for. Thereafter, they just had to ensure that the batsmen kept their minds. Fifties from Rahmat Shah and Nasir Jamal ensured that they did as they led Afghanistan's cruise to the target. Very abject performance from Zimbabwe as they descend back into misery after the highs of the previous win.",Afghanistan won by 6 wkts, ODI,Afghanistan vs Zimbabwe,2
"Comprehensive victory for Afghanistan, almost a flawless performance from the Asian team. The spinning duo of Rashid Khan and Mujeeb Zadran were the wreckers-in-chief again, this time the latter grabbed a five-wicket haul and restricted Zimbabwe to a dismal 134. Mohammad Shahzad came out firing right from the word go and in his trademark style dispatched Zimbabwean bowlers all around the park. Ihsanullah was slow to start off but once he got his eye in, he also joined the party and made a mockery of the target.",Afghanistan won by 10 wkts, ODI,Afghanistan vs Zimbabwe,2
"Zimbabwe have been once again blown away by spin. The four Afghanistan spinners shared 8 wickets between them. The African nation tried a new opening pair (Masakadza and Musakanda) - did not work. Taylor and Ervine steadied the sinking ship, but Sharafuddin Ashraf removed the former and the in-form Raza in consecutive overs. Zimbabwe's nightmare - Rashid Khan was yet to bowl an over till then. The leg-spinner was left with a few wickets and he added them to his growing kitty, finishing the series with 16 wickets.",Afghanistan won by 146 runs, ODI,Afghanistan vs Zimbabwe,2
"If this is a precedent for what is to come over the next couple of weeks, nail-cutters would be extinct. It was a foregone conclusion when Taylor and Latham were batting. And then when Rashid prized Taylor out. And then when Santner couldn't find a gap to save his life. Just what a 50-over contest gives you .. ebbs, flows and twists all through. In the end, it was Morgan's brave captaincy to bowl spin in the 48th over that went against England. But in the longer scheme of things, you'd argue the way the Kiwi bowlers pulled things back in the death with the ball was the decider. ",New Zealand won by 3 wkts, ODI,New Zealand vs England,4
"England's chase didn't exactly pan out the way they'd anticipated, but skipper Morgan repaid the selectors faith with a fiery fifty; his first in 13 games. Stokes might not have a sponsor for his willow, but it didn't take long for the Durham lad to stamp his authority in the side. Root and Roy couldn't kick on, while YJB wasted a start. And the rest is a rumble...",England won by 6 wkts, ODI,New Zealand vs England,2
"Blimey! One heck of a game that. Thoroughly enjoyed every bit of it. Not quite the run-feast, but it had all the ingredients of a heart-stopper and kept us glued throughout the game. Well, a quick gander at the scorecard might make you think that Williamson dragged this too far, but don't get fooled by the numbers. If not for him, New Zealand wouldn't have gotten as close as they did. At 80/1, they looked on course to achieve the target, but Munro's dismissal triggered a dramatic collapse, losing the next five wickets for 23 runs and slumping to 103/6. At that stage, Santner joined his skipper and the duo resurrected the chase only to fall tantalizingly short.",England won by 4 runs, ODI,New Zealand vs England,5
"New Zealand, oh New Zealand! How do you do this? England started off their innings like champions and posted a massive 335, which could have been more if not for some careless shots by the Englishmen towards the end. The New Zealand innings got off to as inauspicious a start as it could have, as the openers lost their wickets for blobs. After Williamson was wrongly adjudged caught behind, it just didn't look like it was New Zealand's day. And then it began: Ross Taylor and Latham began a partnership for the ages.",New Zealand won by 5 wkts, ODI,New Zealand vs England,3
"A convincing victory for England, one that wasn't in doubt since the start of the match. The seamers set it up beautifully, the spinners made most of the early damage and the hosts were reduced to 223 all-out - in conditions that were good for batting. It wasn't going to be enough for the bowlers to defend, but Jonny Bairstow made a mockery of the chase - belting England's third fastest ODI hundred. Hales, in for Roy, helped himself to a fifty and there were some runs for Root and Stokes as well. Delight for England, despair for the hosts as New Zealand's white-ball summer comes to an end. ",England won by 7 wkts, ODI,New Zealand vs England,3
"What a heroic effort from Sikandar Raza today, backed up by the bowlers later on. But really, it was Raza's knock which kept Zimbabwe in the game. They were in great despair at 112/6, and later at 139/7, when Raza took control of the situation and started shepherding the tail with him. Ireland probably weren't expecting to be chasing 212. They then lost wickets early, as Chisoro ripped through their top-order. Paul Stirling's run out was pretty much the final nail.",Zimbabwe won by 107 runs,ODI,Ireland vs Zimbabwe,3
"Ireland's World Cup hopes are still alive, as they claim this must-win encounter by 25 runs. Bit of a scare there at the end with the last-wicket partnership, but they probably had it under control. Boyd Rankin finishes off with a four-fer, completing an incredible turnaround for himself and his team after Kyle Coetzer tore into him in his opening spell. Scotland were off to a strong start at 94/1, before Rankin had the last laugh and castled Coetzer and proceeded to derail Scotland's chase with three wickets in three overs. There were brief spurts of a fightback from the lower-order, but the damage which that middle-order collapse had inflicted proved irreversible.",Ireland won by 25 runs,T20 ,Ireland vs Scotland,2
"A calm chase from the men from Caribbean (if you discount those 15-20 minutes of madness). Evin Lewis set the platform for the chase, Shai Hope played the anchor, Marlon Samuels was at his aggressive best and Rovman Powell applied the finishing touches. Zimbabwe were disciplined with the ball, but they rag tag on the field, making those small mistakes which eventaully came back to cost them. First loss for the hosts, but they still stay in the hunt for a place amongst the top two. As for West Indies, they are back on top of the table, having garnered six points.",Windies won by 4 wkts,T20 ,Windies vs Zimbabwe,3
"At one point when Sean Williams was going along nicely, it seemed as if Zimbabwe would get over the line quite comfortably. But his wicket was the turning point of the match. Williams had brought the equation down to 24 off 3 overs but Ervine succumbed under the pressure. He did manage to get a couple of boundaries, but none of them looked convincing enough. Eventually, the hosts fell short of the target by 3 runs. Death overs usually define the outcome of a game and it was UAE who held their nerves in both innings. Mohammad Naveed hit those late lusty blows and bagged three important scalps at the same time - he was the game changer by some distance. That dropped catch of Naveed by Raza was another match defining moment. It'll take some time for Raza to get over it. Might come back to haunt him for a few days...",UAE won by 3 runs ,T20,United Arab Emirates vs Zimbabwe,4
"What a game! It kept tilting and turning until that mighty six from Najibullah in the 48th over. However, it was the calmness of skipper Asghar Stanikzai that was the difference between Ireland and Afghanistan. Mohammad Shahzad, out of sorts for the most of the tournament, decided to turn up today. The wicket-keeper got the Asian side off to a flier with a 50-ball 54. But his wicket brought Ireland back in the game and some disciplined bowling saw them take the required rate past six. Then comes a half fit Stanikzai, who mixed caution with aggression to take his side into the 2019 World Cup.",Afghanistan won by 5 wkts,T20 ,Ireland vs Afghanistan,4
"Thakur started it and Thakur finished it. Well, that line could be quite misleading, but that's Sri Lanka's chase in a nutshell. After conceding 27 runs in the third over of the innings, India needed quick wickets to stop Sri Lanka, but that didn't happen. Half of the target was devoured in 7 overs and that gave them the breathing space to nudge and nurdle around during the middle overs. India tried their best to take it deep, but the damage was done in the powerplay overs, thanks to Kusal Perera who ripped the bowling apart and eventually put paid to India's hopes. Much to Sri Lanka's delight, this is the highest T20I chase at RPS",Sri Lanka won by 5 wkts,T20 ,Sri Lanka vs India,3
"A dumpster fire is more alive than this match ever was. The fact that Bangladesh couldn't lay into a second-string Indian side that was conceding extras and dropping catches -- as many as four -- is harrowing. And then to see young batsmen and Rohit Sharma fail in a chase sustained solely by the genius of Shikhar Dhawan must hurt, especially the new-age Bangladesh. India sailed through on yet another fifty by their left-handed opener, who's left his limitations behind in the yellow pages. What will this team do without him?",India won by 6 wkts, T20,Bangladesh vs India,2
"So there it is. India win their second consecutive game, after a disappointing opening game. SL's batting started a marathon with a sprint and tired out by the finish line and ended up at 152 after 19 overs. Shardul, who took a bit of stick the other night against SL redeemed himself with a miserly and penetrative spell today. The Indian batting started off shakily as the openers fell cheaply, only to be followed by Raina. A rare hit-wicket of Rahul followed, and there was some panic in the Indian camp, but Karthik and Pandey nudged and nurdled to accumulate the required runs and played very maturely to hand India a dominating win to lift them to the top of the table.",India won by 6 wkts, T20,Sri Lanka vs India,2
"Trust me - this has been as good a match as I have ever covered in my near 10-year career in this business. And certainly one of the most unforgettable and unbelievable finishes that I have had the privilege of calling. The game looked gone when Rubel had the ball at the start of the 19th over. Enter a man called Dinesh Karthik. Single-handedly took India to the trophy with a nerveless display that would rival, match and even outdo his great competitor MSD's many such chases - who kept him out of the Indian team for so long.",India won by 4 wkts, T20,India vs Bangladesh,3
 A tame surrender from the Windies. The innings never got going. Chadwick Walton sparked off by striking a six off the first ball but then got carried away and Nawaz with his bagful of tricks removed him off the fourth ball. Things got much worse for Windies as a quintessential collapse followed and Pakistan bowlers rolled over their top-order leaving them reeling at 15/4. The visitors just couldn't recover from the scars and it was a mere formality for Pakistan from there in wiping off the innings. Just three batsmen into double figures sums up the sorry tale of Windies' batting.,Pakistan won by 143 runs, T20,Pakistan vs Windies,1
"The match was done and dusted in the first six overs. Not wanting to repeat their abysmal batting performance from last night, the Windies took a cautious approach towards the target. Walton was the only one who looked to chase the target and even he didn't threaten. Samuels and Mohammed made it more difficult for their team with defensive batting. Ramdin and Paul struck a few blows but the match was already lost. Pakistan bowlers were clinical with the ball and why wouldn't they be as there was a mountain to defend.",Pakistan won by 82 runs, T20,Pakistan vs Windies,2
"So there we go! Windies started off really low. Lower than rock bottom. And they improved during the course of the series, and competed quite well today. Nevertheless, despite a decent batting performance (Thanks to Fletcher's 52 and Ramdin's whirlwind 42*), the bowling floundered and the Pakistan batsmen, as they have done throughout the series, spanked them all around the park, starting with Fakhar Zaman (40 off 17), and finishing off with these two young gentlemen with relieved faces running back to the dressing room.",Pakistan won by 8 wkts, T20,Pakistan vs Windies,3
" Another game turned on its head by Afghanistan's spin wizard. Bangladesh were in control at 80/3 at the halfway mark, before Rashid Khan was introduced. With his first ball, he made Mushfiqur Rahim pay for his ludicrous reverse-sweep. With his second, he bamboozled Sabbir Rahman with a googly, and that was it for Bangladesh who couldn't find it within them to recover. Of course, it was Afghanistan's late dash with the bat, plundering 52 runs in the last three overs, which allowed Stanikzai to hold Rashid back for the final ten overs and didn't allow Bangladesh the liberty to just play him off.",Afghanistan won by 45 runs, T20,Afghanistan vs Bangladesh,3
"What a frenetic finish! These low-scoring chases can often backfire for the chasing side if they take things too lightly and it nearly happened for Afghanistan. Their top three took their time, especially Ghani on a sluggish pitch as the Bangladesh bowlers stuck to their task despite not having enough runs on the board. The required run rate started to climb and one got the feeling that Afghanistan were digging themselves into a hole. However, Shenwari, promoted to number 3 started the attack towards the slog overs and then it was Nabi, who held his nerve to clinically complete the chase with seven balls to spare. Bangladesh would rue their batting performance, they were about 15-20 short and that made all the difference eventually.",Afghanistan won by 6 wkts, T20,Afghanistan vs Bangladesh,3
"A pitch that was true first up, but started to slow down during the course of the first innings, allowed Afghanistan to compile 145 with a great deal of character. Bangladesh started off poorly, as they once again struggled against Mujeeb and Nabi, and stooped to their lowest when they managed two identical run-outs in an over. It all looked bleak for the Tigers, until Mushy, their great warrior, bludgeoned five consecutive boundaries in the penultimate over and managed 21 off the over, to bring the equation down to 9 off 6. But Stanikzai had an ace up his sleeve: the world's number one T20I bowler. But the UFF (Unidentified Flying Fielder. Edit: It was Shafiqullah Shafiq) stole the show, and we are still trying to figure out who it was. Saved the game by literally an inch, as even the great Rashid almost conceded a six off the last ball. Spare a thought for Ariful Haque, who nearly pulled off a last-ball six, and missed his knighthood by a kitten's whisker. And of course, for Mushy... Need I say more?",Afghanistan won by 1 run, T20,Afghanistan vs Bangladesh,5
"Not enough runs in the bank to cause any late jitters. After losing three wickets inside 8 overs, England's Test and ODI captain got together to engineer a game-sealing 115-run stand which eventually put paid to hopes of an Aussie comeback. Morgan, who had been copping a lot of flak of late, should be credited for the way he paced the chase and his innings. Never wasted a single opportunity to stamp his authority and to his delight, he found great ally in Joe Root who steadied the ship before causing a bit of a stumble towards the end. Willey, Moeen Ali and Plunkett did their bit to put the finishing touches. Stanlake, by far, has been the best Aussie bowler on show. The rest....um, not quite!!",England won by 3 wkts, ODI,England vs Australia,3
"A great game and nearly a great chase! Right from Bairstow's cameo, this was England's game. Easy to say that after the game, but the total of 342 was quite intimidating on (quite literally) a sticky wicket in Cardiff - all thanks to Roy's 120 and Buttler's fireworks towards the end. 4 down at 110, the Aussies were, and no one would've given them a chance. But Agar and Marsh stitched together a 95-run stand with a never-say-die attitude typical of the Aussies, and almost pulled off an all-time highest run-chase for the Aussies. Moeen, too, did drop a catch but managed to compensate for it with a tight bowling spell. Darn right folks, they're down but not out. England, though, staged a late comeback and after Plunkett's key wicket of Marsh, it was England's game through and through as the tail failed to pick the variations of Rashid and the rest.",England won by 38 runs, ODI,England vs Australia,3
"A jubilant England bunch shake hands with beaming smiles on their faces. Hi-fives follow and they take a 3-0 lead in the five-match series. In all fairness, nothing out of the ordinary and unexpected transpired in the denouement. A record-breaking score of 481 carnage set England up and their bowlers didn't have to do anything out of the box, really. It was imperative for the visitors' batsmen to go after the bowling from ball one and they did show some intent. Head, Marsh and Stoinis got starts instinctively but an intimidating target must've sent chills down the spine for their batters. The required rate kept creeping up with each passing over and they were forced to play catch-up cricket as England's spin duo - Adil Rashid and Moeen Ali shared 7 spoils between them to shoot the Aussies for 239. David Willey chipped in with 2 wickets as well. ",England won by 242 runs, ODI,England vs Australia,3
"Great scenes out at Old Trafford as Jos Buttler basks in the glory of a stunning knock. England had no business winning this game from 114/8. But Buttler yanked them back from the dead, with the knock of his career. The belief with which he played that innings was just unbelievable, epitomized by his refusal to take that single which would've tied the scores. Adil Rashid played his part in that 81-run stand, but this win was all about Buttler. There've been some blistering efforts from him which have made our jaws drop, but this was something else, something special. As for Australia, if they weren't able to win this one, then well.. That must be demoralising. They had Billy Stanlake ripping through England's top-order, Kane Richardson following up in the middle, but it wasn't enough? What, really, is enough against this England team?",England won by 1 wkt, ODI,England vs Australia,4
"A comprehensive win for the hosts after scoring a mammoth 221. Short and Maxwell were nipped out in the powerplay. Then it was Australia's regular nemesis - the spin twins. Moeen Ali and Adil Rashid reduced the Australians to 72/5 in the ninth over. Just as the match was heading towards a boring one-sided encounter, skipper Aaron Finch upped the ante and kept his team in the hunt. But that enthralling knock was put off by the leg-spinner Rashid - who finished with figures reading 4-0-27-3! The pacers provided the finishing touches to wrap up the match.",England won by 28 runs,T20,England vs Australia,3
"Has been a perfect ODI game of cricket, this. Earlier in the day, it was the fireworks by MacLeod, Coetzer and rest of Scottish batsmen that set up the game for them. As a result of their aggressive batting, the hosts managed to post a massive score of 371 in the first innings. In reply, England got off to an equally decent start until the Scotland bowlers pulled it back towards the end. The visitors had the game in their kitty until Bairstow was playing but after his wicket, they somewhat lost their way. Moeen Ali and other lower order batsmen continued playing their shots but the Scots kept chipping at the wickets regularly. Eventually they beat the number one ranked ODI team and registered their first ever ODI win against England. Historic day in Scotland cricket.",Scotland won by 6 runs,ODI,Scotland vs England,4
"The match probably slipped away from Scotland when Shoaib Malik smashed an unbeaten 49 off 22 balls towards the end of the first innings. The hosts had been very disciplined until then. It was a completely different story in the chase though, which was a no-contest as Pakistan dominated from start to finish. Very premature finish at that, with Scotland getting bowled out in the 15th over. Usman Khan rocked the boat early with two wickets in his opening spell, before everyone else washed their hands in the gravy train.",Pakistan won by 84 runs, T20,Scotland vs Pakistan,2
"The chase was never really on once India ran away to a total of 208. Ireland opener James Shannon rode his luck for his maiden T20I fifty, off 29 balls, but the hosts never kept up with the required rate which climbed to a daunting 14rpo as early as the halfway mark. And once the Indian wristspinners took control, the hosts had no answers. With the batsmen needing to go after them, Kuldeep and Chahal slipped in their variations to wreck havoc through the middle. It was India's opening partnership with the bat of course which knocked the stuffing out of Ireland. Rohit Sharma and Shikhar Dhawan's massive 160-run stand put any semblance of a contest out of the window. It will take some doing for Ireland to bounce back from this pasting. ",India won by 76 runs, T20,Ireland vs India,2
"A drubbing? A thrashing? A pasting? None of these words can encapsulate India's dominance over the Irish in this brief series in Dublin. The elephant in the room: the Irish need to work on playing spin. They were troubled by spinners in the series against Afghanistan way back in December 2017, and they continue to be discombobulated by Kuldeep and Chahal, who shared 13 wickets over the last two matches. The 17th ranked side in the world were shown their place by the Indians in Dublin. Despite their Test status, Ireland are mighty short on T20 reserves. No wrist-spinners, no express-pace bowlers, and clearly no death bowlers - given that they were forced to down Kevin O'Brien in the last over today. They'll need to make some tough decisions if they are to compete in the format. As for the Indians, their bench-strength has been as effective as their first-choice XI, and they can take a lot of confidence out of this competition.",India won by 143 runs, T20,Ireland vs India,3
Windies on their part were never in the chase. Gayle's out-of-character knock where he tried to run cheeky singles signalled the Windies team that it was never going to be easy. The middle overs were choked away by the spinners and timely blows by their skipper Mashrafe meant Windies were blown of the chase even before they hit the 40 over mark. The last pair of Bishoo and Joseph threw their bats around and got personal highest scores to keep the players on the field for the entire set of 50 overs. But the game was long lost. ,Bangladesh won by 48 runs, ODI,Windies vs Bangladesh,3
"Earlier in the day, though, it was the partnership between Hetmyer and Powell that really set things up for the Windies, who had nothing to defend if it hadn't been for them. In particular, the 21-year-old Hetmyer scoring a mature, counterattacking hundred under pressure was a pleasure to watch. They put up a competitive 271 on the board, and got wickets at regular intervals before the partnership between Mushy and Mahmudullah flourished and threatened to take the game away. It was Bangladesh's game until the very last over, when Holder conjured up an incredible final over to seal the deal. ",Windies won by 3 runs, ODI,Windies vs Bangladesh,4
"Handshakes and hugs all around, Bangladesh would be a happy unit. This one went right down to the wire courtesy Rovman Powell. He is a gem of a hitter but unfortunately ended up on the wrong side of the result today. Chris Gayle looked in his elements today, he was threatening to take the match away from the Bangladesh but Rubel got him at the right time. After that what transpired in the middle overs was beyond me, there wasn't any intent from Hope. He kept consuming deliveries and never got going, there wasn't any fourth or fifth gear in his innings. Windies had to suffer, the required rate kept going up and by the time Rovman Powell arrived, it was too late. He tried his best with some lusty blows but it was never going to be enough. Earlier in the day, excellent efforts of Tamim and Mahmudullah took Bangladesh to a formidable total. Skipper Mortaza pushed himself up the order and that changed the momentum of the innings which was meandering along at one point and assisted Bangladesh in posting an above par total. Bowlers held their nerves while defending the total and Windies fell 18 runs short. ",Bangladesh won by 18 runs, ODI,Windies vs Bangladesh,4
"Smiles and handshakes all round. Windies have taken a 1-0 lead in this 3-match series. Disappointing faces in the Bangladesh camp, rightly so. A total of 143 in the first innings, then the heavens opened up to dampen their spirits and trim the target to 91 in 11 overs. Things did brighten up for the visitors as they picked up two early wickets. But Samuels and Russell launched a counter-attack and took the game away from Bangladesh. The latter being the aggressor with a blistering 35 off 21 balls and then Powell applied the finishing touches in the end. ","Windies won by 7 wkts( DLS method - Match reduced to 11 overs due to rain, target 91)", T20,Windies vs Bangladesh,3
"They all converge and hug Nazmul Islam. This has been a stellar performance from Bangladesh. Windies got off to a flier but the visitors dragged them back with wickets in the second, fourth, fifth and eighth over. Windies looked out of the game at that time but Fletcher and Powell had different ideas. They put on 58 runs for the fifth wicket and got them back into the match. But once Fletcher departed, wickets fell at regular intervals and they were left to chase 15 in the final over. Nazmul Islam portrayed nerves of steel and defended it with the ease in the end to level the series. ",Bangladesh won by 12 runs, T20 ,Windies vs Bangladesh,4
Resounding victory for Pakistan. There is a gap of 11 places between these two sides in the ICC T20 rankings and Pakistan justified that gap. Hosts were never in the game while chasing this. It was just a matter of victory margin and that was a comprehensive 74-run one in the end. Musakanda would be happy with his effort on debut but his team's effort was a disaster. Musakanda's effort with the bat and couple of lusty blows from Chigumbura and Mire were the only bright spots for Zimbabwe in the batting department.,Pakistan won by 74 runs, T20,Zimbabwe vs Pakistan,3
"Smiles in the Aussie camp, it has been a long time coming for them after a tough tour to the UK where they endured a whitewash. Handshakes follow as well, joined by the Pakistan team. Defending a target of 117, they needed wickets upfront to put Aussies under pressure, but that didn't happen. Finch was in overdrive mode from the start, blazed away in no time by compiling a quickfire fifty and wrapped it up in a clinical fashion for Australia. Not to forget contributions from Short and Head. However, the man who set it all up was the big boy, Stanlake. His unchanged new ball spell fetched him a 4-fer and Pakistan never really recovered. ",Australia won by 9 wkts, T20,Pakistan vs Australia,3
"Clinical from Australia! If they were ruthless with the ball yesterday, it was the bat that did the damage today. Skipper Finch's record-breaking century all but settled the deal at the half-way mark itself. Zimbabwe needed a miracle to even make a match of it and though their top order played a few adventurous strokes, the challenge was always going to be beyond them. Australia's bowlers shared the spoils evenly with Tye and Agar being the pick of the bowlers. So, that's two successive pounding wins for Australia on successive days that virtually books them a spot in the final. Their NRR is sky-high and it will take something practically improbable to knock them out from hereon. Some questions for Zimbabwe to answer, the bowling of course suffered but their batting lacks depth as well. ",Australia won by 100 runs, T20,Australia vs Zimbabwe,3
"Wow, what a game! Nail-biter until the very end. Not the best birthday present for MS Dhoni, but that ensures a decider @Bristol in a Sunday blockbuster! A poor start to India's batting, who were struggling against the early seam movement and extra bounce. They were revived by Raina and Kohli with a partnership and the finishing touches applied by MS Dhoni as usual with a 22-run final over. Either way, 148 was a below-par total and they needed to bowl out of their skins to defend this - which they did until an aberration of a poor over by Kuldeep, conceding 16 and bringing the required rate down below 8.00. An excellent penultimate over by Umesh set Bhuvi 12 to defend off the last over, but Hales stole the show with a six off the first ball and a four off the second to seal the win. India clearly missing the services of Bumrah today, but a fantastic contest to watch today.",England won by 5 wkts, T20 ,England vs India,4
"Another convincing win in the end for South Africa. 245 wasn't a threatening total but the Lankans definitely had a respectable score, considering the sluggish pitch. However, the first 15 overs of the chase saw some shambolic fielding and catching from the hosts with both de Kock and Amla dropped once each. You cannot afford to make such blunders and the duo put the South Africans in control with a fine opening stand. Amla couldn't convert the start but his partner smacked the bowling around and was unlucky to get out in the 80s. du Plessis too looked fluent though even he couldn't bat through. There was a slight hiccup at one point but Duminy and Mulder kept things in check to ensure that the visitors didn't implode. While the fielding was disastrous, Sri Lanka's bowling too looked toothless barring Dananjaya who shone again. He didn't get the required support.",South Africa won by 4 wkts, ODI ,Sri Lanka vs South Africa,3
"Sri Lanka's ODI miseries multiply with each passing series. Dhananjaya de Silva achieved his highest score in ODI cricket and that has been the only shining light in an otherwise sorry-looking scorecard. They lost 4 wickets inside 12 overs and the move to promote Thisara Perera didn't produce the desired outcome either. The partnership between Dhananjaya de Silva and Akila Dananjaya - 95 - only proved to be effective in reducing the defeat margin. The track was a belter and Sri Lanka will, most definitely, feel that they've missed out on a great opportunity here. Ngidi and Phehlukwayo shared seven wickets between them. In contrast, the hosts' frontline pacers could only manage 2. You know where the game's lost, ain't it?",South Africa won by 78 runs, ODI,Sri Lanka vs South Africa,2
